timeframe,lumo+1-lumo_gap
1,0.4910000000000001
2,0.49029999999999996
3,0.4897999999999998
4,0.4894000000000003
5,0.48939999999999984
6,0.4895999999999998
7,0.49040000000000017
8,0.4916999999999998
9,0.49350000000000005
10,0.4956999999999998
11,0.4981
12,0.5005000000000002
13,0.5028999999999999
14,0.5049000000000001
15,0.5063999999999997
16,0.5076
17,0.5080999999999998
18,0.5084
19,0.5082999999999998
20,0.5076
21,0.5062000000000002
22,0.5037000000000003
23,0.5003000000000002
24,0.496
25,0.49140000000000006
26,0.4868000000000001
27,0.48249999999999993
28,0.4788000000000001
29,0.47570000000000023
30,0.47299999999999986
31,0.4706999999999999
32,0.4687999999999999
33,0.4671000000000003
34,0.4659
35,0.46499999999999986
36,0.4643999999999999
37,0.46409999999999973
38,0.4638
39,0.46330000000000027
40,0.4626999999999999
41,0.46209999999999996
42,0.46160000000000023
43,0.4612999999999996
44,0.46140000000000025
45,0.4615999999999998
46,0.46209999999999996
47,0.4623999999999997
48,0.4625999999999997
49,0.4626000000000001
50,0.4624999999999999
51,0.46220000000000017
52,0.4619
53,0.4617
54,0.46110000000000007
55,0.46009999999999973
56,0.4584999999999999
57,0.45630000000000015
58,0.4536000000000002
59,0.45059999999999967
60,0.4476
61,0.4445999999999999
62,0.4418000000000002
63,0.43910000000000027
64,0.4363999999999999
65,0.4333
66,0.43020000000000014
67,0.42689999999999984
68,0.4236
69,0.4205000000000001
70,0.41769999999999996
71,0.4150999999999998
72,0.4128000000000003
73,0.41039999999999965
74,0.4081999999999999
75,0.4058999999999999
76,0.40379999999999994
77,0.4018999999999999
78,0.4005000000000001
79,0.39970000000000017
80,0.3992
81,0.3994
82,0.4001000000000001
83,0.4011
84,0.4025999999999996
85,0.4043000000000001
86,0.4064000000000001
87,0.40900000000000025
88,0.41210000000000013
89,0.4153000000000002
90,0.41869999999999985
91,0.4220999999999999
92,0.4255
93,0.42879999999999985
94,0.4320000000000004
95,0.4352999999999998
96,0.4384999999999999
97,0.4416000000000002
98,0.4445999999999999
99,0.4472999999999998
100,0.4498000000000002
101,0.45230000000000015
102,0.4543999999999997
103,0.4567000000000001
104,0.4590000000000001
105,0.4615
106,0.46389999999999976
107,0.4663999999999997
108,0.4689000000000001
109,0.47140000000000004
110,0.4740000000000002
111,0.47650000000000015
112,0.4789000000000003
113,0.4809000000000001
114,0.48270000000000035
115,0.48419999999999996
116,0.48530000000000006
117,0.4863000000000004
118,0.48740000000000006
119,0.48850000000000016
120,0.4897
121,0.49119999999999964
122,0.4925999999999999
123,0.4942000000000002
124,0.49609999999999976
125,0.4980000000000002
126,0.5002
127,0.5027000000000004
128,0.5053999999999998
129,0.5082999999999998
130,0.5110999999999999
131,0.5139
132,0.5166
133,0.5190000000000001
134,0.5214000000000003
135,0.5234999999999999
136,0.5255000000000001
137,0.5272999999999999
138,0.5288999999999997
139,0.5300000000000002
140,0.5306000000000002
141,0.5306000000000002
142,0.5303
143,0.5295000000000001
144,0.5285000000000002
145,0.5274000000000001
146,0.5261
147,0.5246
148,0.5229000000000004
149,0.5208999999999997
150,0.5185999999999997
151,0.5162
152,0.5137
153,0.5112000000000001
154,0.5087999999999999
155,0.5063
156,0.504
157,0.5017999999999998
158,0.4998
159,0.4979
160,0.49639999999999995
161,0.4951000000000003
162,0.4942000000000002
163,0.4932999999999996
164,0.4925999999999999
165,0.49179999999999957
166,0.4907999999999997
167,0.4897
168,0.4886999999999997
169,0.488
170,0.48729999999999984
171,0.4868999999999999
172,0.48640000000000017
173,0.4857
174,0.4849000000000001
175,0.4841000000000002
176,0.4832000000000001
177,0.48249999999999993
178,0.4819
179,0.48150000000000004
180,0.4811000000000001
181,0.4807000000000001
182,0.4802000000000004
183,0.4796999999999998
184,0.47909999999999986
185,0.4783999999999997
186,0.4779
187,0.4773999999999998
188,0.4771000000000001
189,0.4766999999999997
190,0.4767000000000001
191,0.4767999999999999
192,0.4772000000000003
193,0.4780000000000002
194,0.47929999999999984
195,0.48119999999999985
196,0.48360000000000003
197,0.4865999999999997
198,0.4901
199,0.4939999999999998
200,0.49839999999999973
201,0.5031000000000003
202,0.5082
203,0.5135999999999998
204,0.5191999999999997
205,0.5249000000000001
206,0.5306000000000002
207,0.5362999999999998
208,0.5418000000000003
209,0.5469999999999997
210,0.552
211,0.5566
212,0.5609000000000002
213,0.5649000000000002
214,0.5682
215,0.5710999999999999
216,0.5733999999999999
217,0.5749
218,0.5758999999999999
219,0.5763000000000003
220,0.5760000000000001
221,0.5749999999999997
222,0.5733000000000001
223,0.5712000000000002
224,0.5686999999999998
225,0.5658999999999996
226,0.5632000000000001
227,0.5602999999999998
228,0.5575000000000001
229,0.5545
230,0.5512999999999999
231,0.5478000000000001
232,0.5442
233,0.5404999999999998
234,0.5368999999999997
235,0.5335000000000001
236,0.5305000000000004
237,0.5275000000000003
238,0.5245000000000002
239,0.5211000000000001
240,0.5172000000000003
241,0.5128999999999997
242,0.5084
243,0.5038999999999998
244,0.4998
245,0.49639999999999995
246,0.49330000000000007
247,0.4905999999999997
248,0.4878
249,0.48470000000000013
250,0.48140000000000027
251,0.4781000000000004
252,0.47520000000000007
253,0.4725999999999999
254,0.4708000000000001
255,0.46950000000000003
256,0.46830000000000016
257,0.46709999999999985
258,0.4657
259,0.46419999999999995
260,0.4626999999999999
261,0.46160000000000023
262,0.4609000000000001
263,0.4607999999999999
264,0.4613999999999998
265,0.4623000000000004
266,0.4632999999999998
267,0.46450000000000014
268,0.4658000000000002
269,0.4674999999999998
270,0.4698000000000002
271,0.4725999999999999
272,0.47619999999999996
273,0.48030000000000017
274,0.48450000000000015
275,0.4885999999999999
276,0.4923000000000002
277,0.4956999999999998
278,0.49880000000000013
279,0.5019
280,0.5051000000000001
281,0.5085000000000002
282,0.512
283,0.5152999999999999
284,0.5181
285,0.5202
286,0.5217
287,0.5225999999999997
288,0.5232999999999999
289,0.5238999999999998
290,0.5244
291,0.5247000000000002
292,0.5248999999999997
293,0.5246999999999997
294,0.5242
295,0.5236000000000001
296,0.5230000000000001
297,0.5228999999999999
298,0.5234000000000001
299,0.5244999999999997
300,0.5261999999999998
301,0.5284
302,0.5307000000000004
303,0.5331999999999999
304,0.5358
305,0.5387
306,0.5417000000000001
307,0.5449000000000002
308,0.5480999999999998
309,0.5513000000000003
310,0.5541999999999998
311,0.5565000000000002
312,0.5583
313,0.5595999999999997
314,0.5607000000000002
315,0.5617000000000001
316,0.5630000000000002
317,0.5645000000000002
318,0.5663
319,0.5682
320,0.5701
321,0.5720999999999998
322,0.5737999999999999
323,0.5755999999999997
324,0.5775000000000001
325,0.5792999999999999
326,0.5808999999999997
327,0.5819000000000001
328,0.5818000000000003
329,0.5805000000000002
330,0.5781999999999998
331,0.5751
332,0.5714999999999999
333,0.5676999999999999
334,0.5636999999999999
335,0.5598000000000001
336,0.556
337,0.5524
338,0.5489999999999999
339,0.5462000000000002
340,0.5438999999999998
341,0.5421
342,0.5408
343,0.54
344,0.5392000000000001
345,0.5385
346,0.5377999999999998
347,0.5369000000000002
348,0.5360999999999998
349,0.5355000000000003
350,0.5350999999999999
351,0.5348000000000002
352,0.5343999999999998
353,0.5337000000000001
354,0.5324
355,0.5305
356,0.528
357,0.5249999999999999
358,0.5217
359,0.5182000000000002
360,0.5146000000000002
361,0.5107999999999997
362,0.5068000000000001
363,0.5025
364,0.49819999999999975
365,0.4937
366,0.48919999999999986
367,0.4851000000000001
368,0.4815999999999998
369,0.4786999999999999
370,0.47639999999999993
371,0.4748999999999999
372,0.4739
373,0.4732000000000003
374,0.4726999999999997
375,0.47239999999999993
376,0.47230000000000016
377,0.4725999999999999
378,0.4732000000000003
379,0.47429999999999994
380,0.4756
381,0.4771000000000001
382,0.4783999999999997
383,0.4794999999999998
384,0.48009999999999975
385,0.48050000000000015
386,0.4809000000000001
387,0.48139999999999983
388,0.48199999999999976
389,0.4828000000000001
390,0.4838
391,0.4849000000000001
392,0.4859
393,0.4868000000000001
394,0.488
395,0.48950000000000005
396,0.4914999999999998
397,0.4940000000000002
398,0.4969000000000001
399,0.5000999999999998
400,0.5033000000000003
401,0.5061999999999998
402,0.5089000000000001
403,0.5114999999999998
404,0.5138000000000003
405,0.5162
406,0.5186999999999999
407,0.5209999999999999
408,0.5232000000000001
409,0.5253000000000001
410,0.5270000000000001
411,0.5284
412,0.5297000000000001
413,0.5308000000000002
414,0.532
415,0.5331999999999999
416,0.5343999999999998
417,0.5359000000000003
418,0.5373999999999999
419,0.5390000000000001
420,0.5407000000000002
421,0.5423999999999998
422,0.544
423,0.5457000000000001
424,0.5474000000000001
425,0.5489999999999999
426,0.5507999999999997
427,0.5525000000000002
428,0.5542000000000002
429,0.5557999999999996
430,0.5568999999999997
431,0.5574999999999997
432,0.5574000000000003
433,0.5566999999999998
434,0.5554000000000001
435,0.5539999999999998
436,0.5526
437,0.5512999999999999
438,0.5499
439,0.5479000000000003
440,0.5453999999999999
441,0.5421
442,0.5379999999999998
443,0.5336000000000003
444,0.5289000000000001
445,0.5241000000000002
446,0.5194000000000001
447,0.5147999999999997
448,0.5097
449,0.5044
450,0.49890000000000034
451,0.49330000000000007
452,0.488
453,0.48329999999999984
454,0.47929999999999984
455,0.476
456,0.4734999999999996
457,0.47140000000000004
458,0.4697
459,0.46850000000000014
460,0.4677000000000002
461,0.46740000000000004
462,0.4679000000000002
463,0.4691000000000001
464,0.4706999999999999
465,0.4725999999999999
466,0.47460000000000013
467,0.47619999999999996
468,0.4775999999999998
469,0.4783999999999997
470,0.4790000000000001
471,0.47940000000000005
472,0.4796999999999998
473,0.4796999999999998
474,0.4796
475,0.47929999999999984
476,0.4788999999999999
477,0.47860000000000014
478,0.47840000000000016
479,0.4783999999999997
480,0.4786999999999999
481,0.47899999999999965
482,0.4793000000000003
483,0.4796
484,0.4798
485,0.48
486,0.48030000000000017
487,0.4805999999999999
488,0.4809000000000001
489,0.4811000000000001
490,0.48099999999999987
491,0.4809000000000001
492,0.48050000000000015
493,0.48
494,0.4796
495,0.47929999999999984
496,0.47909999999999986
497,0.4788999999999999
498,0.4786999999999999
499,0.4784999999999999
500,0.47840000000000016
501,0.47829999999999995
502,0.47819999999999974
503,0.4782000000000002
504,0.4782000000000002
505,0.47840000000000016
506,0.47860000000000014
507,0.4788999999999999
508,0.47929999999999984
509,0.4798
510,0.48039999999999994
511,0.48099999999999987
512,0.4815999999999998
513,0.48229999999999995
514,0.48290000000000033
515,0.48340000000000005
516,0.4838999999999998
517,0.4841000000000002
518,0.48419999999999996
519,0.484
520,0.48350000000000026
521,0.4828000000000001
522,0.48199999999999976
523,0.48080000000000034
524,0.47940000000000005
525,0.4778000000000002
526,0.4761000000000002
527,0.47409999999999997
528,0.4721000000000002
529,0.4700000000000002
530,0.46799999999999997
531,0.46609999999999996
532,0.4643999999999999
533,0.46279999999999966
534,0.4615999999999998
535,0.4605999999999999
536,0.45989999999999975
537,0.45940000000000003
538,0.45940000000000003
539,0.45940000000000003
540,0.4598
541,0.4603999999999999
542,0.4612000000000003
543,0.4621999999999997
544,0.46309999999999985
545,0.4642999999999997
546,0.4657
547,0.46720000000000006
548,0.4687000000000001
549,0.47029999999999994
550,0.472
551,0.4737999999999998
552,0.4755999999999996
553,0.47750000000000004
554,0.4794999999999998
555,0.4815999999999998
556,0.4838
557,0.4860000000000002
558,0.488
559,0.4899
560,0.49170000000000025
561,0.49330000000000007
562,0.49460000000000015
563,0.4956999999999998
564,0.49659999999999993
565,0.49719999999999986
566,0.49739999999999984
567,0.49750000000000005
568,0.4971000000000001
569,0.49629999999999974
570,0.4950999999999999
571,0.49319999999999986
572,0.4910000000000001
573,0.48839999999999995
574,0.4859
575,0.4832000000000001
576,0.4805999999999999
577,0.47799999999999976
578,0.4756
579,0.47330000000000005
580,0.47129999999999983
581,0.4697
